,text,intent,slots,pattern_id
518,تو ام ميميري  خامنه‌ای و همچنان جمهوري اسلامي باقيست ,offensive,o o o o o o o o o,3500518
519,خامنه‌ای اون دنيا پاسخگوي تمام مسئوليتهاش خواهد بود چه خوب عمل کرده باشه که نکرده مگر نه مملکت به اين داغوني نمي شد چه بد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500519
520,فاک تو خامنه ای و دار و دستش.,offensive,o o o o o o o o,3500520
521,اخ اخ که این احمدی نژاد شده موی دماغ هردو جناح همه ازش میترسن,offensive,o o o o o o o o o o o o o o,3500521
522,خودت جواب خودتو دادي ، فساد ، فقر ، تروريسم و ... وظايف اين نظامه که خيليم خوب داره انجامش ميده برا همينه برشون نميدارن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500522
523,چنان داري جدي مي حرفي که دروغ هاتو خودت هم باور ميکني البته اگه عصباني نشي نه خودت و نه البته بعضي از مخاطبيننت نميتونيد باور کني احمقي تو همين‌جاست که بعده اين همه گرفتاري بلا خانمانسوزي مردم ايران توسط اربابانت آمريکا انگليس و شوروي البته روسيه باز توميخاي آمريکارو مبرا از هر گونه گناه نشون بدي واسه اينکه داري از اونها متنعم ميشي پول ميگيري بايد ايران و باز بر گردوني به آمريکايي ها فقط به خاطر خودت اين مخاطبين تو هم اکثرا آدماي سطحي نگر و چندان سواد اين تحليل‌هاي تو رو نداريد ف,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500523
524,ظریف وطن فروش,offensive,o o o,3500524
525,ارمنستان تسليم کوريدور زنگه زور به نفع آزربايحان شد به زودي ايران ديگه با ارمنستلن مرزي نخواهد داشت و روسياهي براي ايران و پانفارث هاي متوهم ماند ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500525
526,بابا طرف داره از تشنگي ميميره تو دنبال محرم هستي؟محرم ما مردمان خوزستان وسيستان وبلوچستان هستند.,offensive,o o o o o o o o o o o o o o o o,3500526
527,آقای وزیر آخه کدوم بسيجيه که بياد سمت تو؟؟!!! اوني که سمت تو اومده از اولم بسيجي نبوده اون توهم بسيجي بودن داشته,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500527
528,بااين همه افشاء ي چرا دولت اين قدر اصرار داره واکسن خارجي وارد کنه واينکه آخه چرا ما بايد اين قدر ساده لوح باشيم کدوم کشور که براي سود و منفعت کشور ديگه کار بکنه ؟اين کشورها فقط به فکر فروش نگرفتن پول هستن نه چيز ديگه اي,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500528
529,#انقلاب_قانون_اساسي #شوراي_انقلاب_قانون_اساسي ,offensive,o o,3500529
530,بعداز زمان شاه هر کسي تو اين نظام مسول شده هر کدوم به نحوي به اين مملکت خيانت و دزدي کردن صفر تا صدشون يکي هستن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500530
531,من ازاين ميترسم که حکومت ايران عوض بشه شما ويا اقاي پهلوي بيان ايران وحکومت کاملا عوض بشه وقوانين ايران حول قوانين سازمان ملل ودواتحادش به تعادل برسه دقيقا مطابق چهل سال پيش وبعد مدتي باز مردم ايران قيام کنند وباز اخوندهارو بخوان وبه شما اسيب بزنن ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500531
532,جمهوري اسلامي كه ب فكر مردمش نباشه همه يا معتاد ميشن يا مثه خودشون دزد,offensive,o o o o o o o o o o o o o o o,3500532
533,خدايا اين روسيه و مأمورين ش آخوندها رو نابود کن يک عمر دست از سر ملت ايران بر نداشته,offensive,o o o o o o o o o o o o o o o o o o o,3500533
534,اره ديگه ملت به کشتن ميدن ميشه خطاي انساني ادم نيستيم که جونمونو از تو جوب اوردين ,offensive,o o o o o o o o o o o o o o o o o,3500534
535,خیانتهای شاه عن شاه آریامهراز ذهن مردم پاک نمیشه!هرسه تا پهلوی وابسته خارجیها بودن#پهلوی_نوکر_اجنبی,offensive,o o o o o o o o o o o o o o,3500535
536,اصلاح طلبان غلت کردند,offensive,o o o o,3500536
537,به ماچه با دزدا سرو کار داري ، ملت هرروز تهديد مي‌شوند با ، گراني ،فلاکت ، فقر، ستم ، اونوقت دوساله نرفتي مرخصي ، ما بيست ساله نرفتيم سفر,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500537
538,رئيس جمهور و رئيس مجلس وقتي به أم القاتلين دزد ميگن چطوري عدالت طلب ميتونه باشه,offensive,o o o o o o o o o o o o o o o o,3500538
539,کاش از اهداف انقلاب منحرف نميشديد همه با هم ميجنگيديم همه با هم گرسنه ميمونديم همه با مثل مرد تا آخرين قطره و آخرين نفس ها مقاومت ميکرديم ولي ولي شما مديران ومسوولان کم اورديد مردم ايستادن ولي شما کم اورديد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500539
540,افغانيها هرجا بهشون پول بدن، همونجا ميجنگند ... عده زيادي براي صدام حسين ميجنگيدن، يک عده هم براي ايران,offensive,o o o o o o o o o o o o o o o o o o o,3500540
541,خبرها هاکي از آن است که تعدادي طالب به سيستان و بلوچستان رفته اند و با برادر مولوي شان متحد شدن. براي نفوذ به شهرهاي اطراف ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500541
542,ببين اين مردم با حکومت نيستند,offensive,o o o o o o,3500542
543,آمريکا بايد بزنه پدر جمهوري اسلامي رو دربياره,offensive,o o o o o o o o,3500543
544,نکنه اینم گفته‌بود رای نیاره ازایران میره,offensive,o o o o o o o,3500544
545,آقای روحانی تا دیر‌نشده‌به صف ملت بپیوندین دست اختلاس گران رو کوتاه کنید و معرفی کنید,offensive,o o o o o o o o o o o o o o o o,3500545
546,اقای روحانی ما پنج سال پیش شما رو انتخاب کردیم که بیاین و تورم رو کاهش بدین رونق اقتصادی بیارین مسکن درست کنین برای مردم از استعداد این جوانان استفاده کنین شما هم اومدی و شروع کردی به شعار دادن که این کارو میکنم اون کار میکنم تو گفتی احمدی نژاد دزده پول بیت المال خورده برده اختلاص کرده اما یکی دوسال بیشتر نگذشته‌بود که حقوق‌های نجومی و رانت خواری داخل دولت خودتون بر ملاح شد گذشت ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500546
547,آقای رئیس دولت برگرد تهران همون تهران بمون اومدنت سرتا پا شر بوده واسه آذربایجان ، تمام شهرای آذربایجان شرقی,offensive,o o o o o o o o o o o o o o o o o o o o,3500547
548,جناب رئیسی این مردم بد بخت چ گناهی کردن ک نباید ارامش وا شادی داشته باشن جون هرکی دوس‌داری بزار این مردم بد بخت ارمش وا شادی داشته باشن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500548
549,من روحانی رو کردم کونش خوش استیله لامصب,offensive,o o o o o o o o,3500549
550,ایران از امثال شما پس میگیریم,offensive,o o o o o o,3500550
551,دست دزدها رو قطع کنن اینا اسم رو مخفف میگن چه توقعی باید ازشون داشته_باشیم,offensive,o o o o o o o o o o o o o o o,3500551
552,لطفا بفکر افزایش حقوق کارگران و کارمندان باشید در حاضر مملکت بر روی این دو میچرخه و با حقوق سه میلیونی و بعضا یک میلیونی گذر عمر می‌شود نه زندگی چرا پول نفت رو احساس نمیکنیم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500552
553,این سخنرانی تون قبل ضبط شده‌بود خر خودتی حسن,offensive,o o o o o o o o o,3500553
554,خاک تو سرشون اگه واقعا تروریست ک این‌ان و ترور می‌کردن معلومه ک خودشونن تا سر ملت رو هردفعه به‌ی بهونه گرم کنند,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500554
555,خوب جز اینم نباید باشه واقعا جای تاسف داره که اگه جایی فساد نباشه اقای روحانی تعجب,offensive,o o o o o o o o o o o o o o o o o,3500555
556,برکت سفره انقلاب بیشتر میاد,offensive,o o o o o,3500556
557,آقای خامنه‌ای فکر نکن تهران همه ایرانه بیا خوزستان ببین مردم چه عذابی دردی دارن میکشن,offensive,o o o o o o o o o o o o o o o o,3500557
558,همه دارید شادی رنگهای شاد حتی دلخوشی‌های ساده رو از ما میگیرید ما رو به سیاهی کشوندید دیگه از این بدبختر نکنید ما رو  آقایون وزیر,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500558
559,خوار مادر مفت خورای رژیم خودمون رو باید گایید از رهبر گرفته تا لاریجانی‌ها و روحانی ,offensive,o o o o o o o o o o o o o o o o,3500559
560,آقایان صدای مطالبات ملت رنج دیده را بشنوید خودتان هم می‌دانید مطالبات سهامداران مالباخته کنتورسازی به حق و به جاست ,offensive,o o o o o o o o o o o o o o o o o o o o,3500560
561,رفتن روحانی به سازمان با اون صحبتهای زیبا مثل پدریست که برای دفاع از فرزندانش تلاش میکنه سپاس,offensive,o o o o o o o o o o o o o o o o o o,3500561
562,تو آخونده گدا هنرم حالیت میشه,offensive,o o o o o o,3500562
563, یه آقازاده‌هایی مثل این اقا و پدرشون وامثالهم دارند پولای مارو غارت و میبرن اونور آب عشق و حال میکنن مردم ازین ناراحتن اگه پولش با تلاش خودش‌بود درست اما وقتی که پولای مارو برده اونور نباید ناراحت باشیم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500563
564,بدرستی که پیرو خط امامی بدون تاسب و با عنایات پروردگار باشی مرد روزهای سخت,offensive,o o o o o o o o o o o o o o o,3500564
565,آدم میمونه از دست کاراتون بخنده یا گریه کنه به کارای خودتون نمیرسید بعد میرید روضه میخونید وسط جلسه تسلیت میگیدمیزارید سوشاها و امثالشم به ریش ما بخندن ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500565
566,آقا زاده حروم لقمه با مردم بیچاره ایران ببین چه قری میده بی‌ناموس تخمه جن دو جنسه,offensive,o o o o o o o o o o o o o o o o o,3500566
567,کاش مردم ایران واسه چند لحظه میتونستن فقط مس خوشحال باشن و از ته دل بخندن,offensive,o o o o o o o o o o o o o o o o,3500567
568,اقای رئیسی خیلی زحمت کشیدین ولی ما توقع خیلی بیشتری از داشنیم میدونم کسایی هستن که نمیگذارن,offensive,o o o o o o o o o o o o o o o o o,3500568
569,جانم فدای رهبر,offensive,o o o,3500569
570,انقلاب شد که فاصله طبقاتی از بین اما هر روز بیشتر میشه چندسال پیش دلار سه برابر شد ,offensive,o o o o o o o o o o o o o o o o o o,3500570
571,ارتش و سپاه پیش مرگ یکدیگرند و برای هم سر میدهند در نبرد با دشمنان و بدخواهان این کشور ، با هم رقابت می‌کنیم همه‌ی آرزویم نابودی اسرائیل است,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500571
572,مسولین و بچه هاشون از کجا اوردن چون بیت المال مال همه مردمه از جمله خود تو ابله,offensive,o o o o o o o o o o o o o o o o o o,3500572
573,از اون روز ک موسسه‌ها اعتباری در دولت شما بسته_شد تا اونروز ک باز ب پولمون رسیدیم ( البته چ رسیدنی نصفه و نیمه دادن اونم بدون سود ) ی شب خاب راحت نداشتم اون ی سال ک شماها عین خیالتون نبود منو دیگع ی روز و شبو راحت نداشتیم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500573
574,اره پول ملت بهت مزه کرده آقا زاده,offensive,o o o o o o o o,3500574
575,این همه خوزستانیها هواتو داشتن هواشونو نداری جلو انتقال اب بگیر اقای رئیس جمهور,offensive,o o o o o o o o o o o o o o,3500575
576,آقای روحانی ما نتنها به عقب برگشتیم بلکه افتاده‌تر هم شده‌ایم,offensive,o o o o o o o o o o o,3500576
577,سیاهی که بیداد کند ، چشمان فروکش می‌کنند زبان و فریاد و موعظه گذشته ، شعار و تظاهر ، راهی برای رهایی از تاریکی باز نخواهد_کرد سیاهی دل میپوساند و همدلی راه چاره است همدلی در میان سیاهی چیزی نیست جز حرکت و عشق که بسیاری از مسوولان شکر خدا از آن آزاد و بی‌بهره‌اند,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500577
578,برین هیکل اخوندها,offensive,o o o,3500578
579,اینم از کاخ آقازادهای ایران به مولا اینا رو میبینم خجالت میکشم بگم جمهوری,offensive,o o o o o o o o o o o o o o,3500579
580,رئیسی داره در جلسه هیئت عررررر میزنه,offensive,o o o o o o o,3500580
581,اگر آخوند نبود چقدر همه چی خوب بود,offensive,o o o o o o o o,3500581
582,وقتی بعد رونمایی کردن از اینکه آقازاده تشریف‌داری و مملکتو بالا کشیدین اینطوری‌داری باز با بی‌شرمی از عیش و نوشت پست میذاری فقط این روشن میشه که تو دقیقا پسر همون پدری به یک اندازه هردوتون خونخوارین,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500582
583,اقای روحانی خوشحالم که فردا در نیشابور امیدوارم مشکلمو حل کنی,offensive,o o o o o o o o o o o,3500583
584,چرا اینقدر آمریکا رو بد کردین کل دنیا دارن از یافت‌های علمی آمریکا استفاده مکنن,offensive,o o o o o o o o o o o o o o o,3500584
585,جناب رئیسی شما هم شب رو راحت میخوایید اگه کامنت‌ها مطالعه کنید متوجه می‌شید چه کردید با این مردم بی‌گناه,offensive,o o o o o o o o o o o o o o o o o o o o,3500585
586, گاهی چقدر راحت برای جمع کردن توجه به یک ملت توهین می‌کنیم من نمیخوام بهت توهین کنم ,offensive,o o o o o o o o o o o o o o o o o,3500586
587, غارت در جمهوری اسلامی ایران,offensive,o o o o o,3500587
588,جناب ب اصطلاح سبحانی ک گفته‌بودی هرکسی سمتت بیاید ازریشه میزنیش ، خوب بدان ازنزدملت همیشه قهرمان ایران اسلامی رانده شده‌ای ، وایرانی نیستی ونخواهی‌بود ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500588
589,شما رئیس جمهوری این مملکتین لطفا جواب بدین,offensive,o o o o o o o o,3500589
590,در اکثر دزدی‌ها دست برادر شمابرادر جهانگیری واطرافیان شما هست ,offensive,o o o o o o o o o o,3500590
591,آقای روحانی دغدغه هایه زندگی آیا بهمون اجازه داده که چیزی یاد بگیرم فکر‌ها و سختی‌هایی که حتی یک درصدشم برایه من و امثال من نبوده,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500591
592,رئیس جمهور محترم ی روز هم بیایم سرقبرت آب بریزیم,offensive,o o o o o o o o o o,3500592
593,نفت باید خرج مخارج تو امسال تورو بده یه عده مردم از گشنه گی بمیرن,offensive,o o o o o o o o o o o o o o o,3500593
594,آقای رئیسی یه چاره‌ای برای حجاب اجباری بیاندیشید که ابروی خود نظام رفته وقتی زن‌های ایرانی در تمام خارجی بدون حجاب تردد می‌کنند در حالی که گذر نامه انها با حجابه وحشتناکیه یعنی تمام دنیا پی به دیکتاتوری حاکم در این کشور میبرند ابروی خودتون میره,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500594
595,خیلی بی‌شرفی رئیسی,offensive,o o o,3500595
596,ایرانیا همشون دزدن,offensive,o o o,3500596
597, مردم وطن دوستو انقلاب دوستو اینا براما پول نمیشه شکم سیر نمیشه شادی خانواده نمیشه ظلم به ما کردید ما نمیکنیم برید بپرسید کارگاه راه‌سازی شرکت کلاهبردار کیسون چندتا ایرانی اعتصاب غذا کردن تا پولشونو حقشونو بگیرن و در جوابشون گفتن برید از دولتتون بگیرید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500597
598,ببین با پول مردم ایران چیکار میکنه این آقازاده,offensive,o o o o o o o o o,3500598
599,پارسال مهارت که مرگ بر ایران و زنده باد آمریکا بگیم یاد گرفتیم که دشمن ما همینجاست کسشعر میگن آمریکا,offensive,o o o o o o o o o o o o o o o o o o o o,3500599
600,جناب رییس‌جمهور ، همانگونه که در تبریز از مشکلات صنعت چرم و کفش مطلع شدید پدر این صنعت را ارزش افزوده دارایی در آورده هست,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500600
601,جاییکه ما تو این دنیا یادگرفتیم تنها انسانهای عقدای و نو کیسه با خودنمایی و جولان دادن میخوان عقده‌های درونشونو خالی کنن پدر دولتی باشیو بریزو به پاش هنر نیس,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500601
602,اگر نمیتونین لا اقل این لباس پیغمبر و از تنتون در این قدر ابروی و دین و نبرین,offensive,o o o o o o o o o o o o o o o o o o,3500602
603,تاریخ هم کارهای اشتباه مردمه الان سال ظلم‌شده‌تو کشور خدا چکار کرده تا خود مردم باهم نشوند خدا کاری انجام نمیده,offensive,o o o o o o o o o o o o o o o o o o o o o,3500603
604,امام راحلتون اومد انقلاب کرد مردم بگا داد ورفت,offensive,o o o o o o o o o,3500604
605,آقای وزیر  تاحالا آمار گرفتید که چندنفر از مردم کلیه فروختنمن که جیگرم آتیش گرفت,offensive,o o o o o o o o o o o o o o o,3500605
606,اقای روحانی بنده به خودم قول داده‌بودم که دیگه در شرکت نکنم ولی با کاندید شدن شما و شعارهای بسیار دلنشینتون نظرم عوض شد و به شما رای دادم ولی واقعا شرمسارم از خودم به این خاطر که به شما رای دادم بیکاری ، فقر ، فساد ، دزدی ، کارتون خوابی ، ودر نهایت به تاراج رفتن بیت المال اینه مملکت جمهوری اسلامی,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500606
607,اب و برق خوزستان صادر میکنین ب عراق و کویت ما خودمون داریم میمیریم بدونین ک همه خوزستان هر شب و هر روز نفرینتون میکنن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500607
608,اقای رئیسی عزیز مشکل ما کاری نیست,offensive,o o o o o o o,3500608
609,امیدوارم یه روزی این خوشی‌ها که شک ندارم با پشتوانه پدری شروع‌شده‌بعبارتی پولشویی کردی و پدرت هم جزو مافیای چپاول ایران ایرانی است و پولها بوی فقر و فلاکت و خون میده از گلوی امثال شماها میزنه بیرون برید دعا کنید جمهوری اسهالی سقوط نکنه که بد روزی در انتظار شماست,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500609
610,آقای رئیسی مگه من کارمند حقوقم افزایش داشته که همه قیمتش برابر‌شده‌ ، خدا لعنتتون کنه که تنها چیزی که دغدغتون نیست بدبختی مردمه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500610
611,آقای رئیس جمهورخواهشا به پرسشای ما دانش آموزا هم توجه کنید ما پایه دوازدهم خیلی بلا تکلیفیم همه مون داریم دیوونه میشیم از این بلا تکلیفی نه وضعیت کنکورمون مشخص نه وضعیت کتاب‌ها و درس‌های غیر حضوری مون روزی که درس غیر حضوری داریم کل وقتمون به بطالت میگذره خواهشا یه اقدامی بکنید ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500611
612,نوش جانتون تا وقتی دولتمردان ما بی‌لیاقت و بیشعورن امثال شما باید کنن و مردم عادی دنبال پوشک برای بچه هاشون شهر زیر ورو کنن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500612
613,آقای رئیس جمهور برای تحقق رویای یک ملت برووو ,offensive,o o o o o o o o o,3500613
614,خدا یک کار بکنید دیگه داریم از کشور نا امید میشیم دیگه به هیچ چیزی امید نداریم,offensive,o o o o o o o o o o o o o o o o o,3500614
615,اقا افزایش دلار خاطر سرمایه‌گذاری خارجیه,offensive,o o o o o o,3500615
616, براد پیت جرج کلونی هم توی سی سالگی یک هزارم تو پول نداشتن چرا مردم رو خر فرض میکنی این پولها حق بیت المال مردم بدبخت ایرانه که پدر نازنینت تبدیلشون میکنه به یورو و دو دستی تقدیمت کرده از سی سال پیش تا الان,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500616
617,دل وجرات و زرنگی ازشما بهتر وبیشتره یه امریکایی سر یه ایرانی رو کلا بزاره خیلیه,offensive,o o o o o o o o o o o o o o o o,3500617
618,خدایی انقلاب مال شماس انقلاب فقط دستش به ما رسیده,offensive,o o o o o o o o o o,3500618
619,آقای رئیسی مانمیخوایم مقاومت کنیم که گشنگی هموطنامونوببینیم بدبختیشونویاسرنکونی رژیممون شماهادارین میخورین غمی نیست ولی ماهابدبخت شدیم حاضریم یارانهاروقطع کنین ولی برگردونیدجنساروبه گذشته,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500619
620,ارتش سپاه اینا چون مفت خورن هیچ وقت خیانت نمیکنن فقط میخورن میخوابن یکم به ایران فکر کنید نه به خودتون فقط به ایران فکر کنید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500620
621,آقای رئیسی به داد کشاورزا برسین چرا فقط محصول تولیدی کشاورز قیمتش ثابت می‌مونه چرا پارسال قیمت گندم و ذرت افزایش ندادین و باعث ضرر سنگین این قشر زحمت کش شدین,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500621
622,وضعیت بازار و اقتصادی مملکت کاری کرده که مردم همیشه در حال خون دل خوردن باشن و تلگرام و امثال تلگرام تنها راه این مردمه و شما این هم میخواین ازشون بگیرین اگه اسم این دیکتاتوری نیست پس چیه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500622
623,بجای علی برکت الله زین پس بگو علی حرکت الله یه تکونی به خودت بده تا ازرائیل علی فوت السرعه نزده بری حسن,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500623
624,آخونده گدا هنرم حالیش میشه,offensive,o o o o o,3500624
625,چه چیزا که آدم تا به چشم نبینه باور نمیکنه هرصبحی که توو این مملکت از خواب پامیشیم باید رو سقفش نوشته باشن : « مارا به سخت جانی خود این گمان نبود ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500625
626,داش حسن از خر شیطون بیا پایین مذاکره تنها راهه وگرنه با این تورم شما رکورد‌دار تورم و نامتان به بدی خواهد_ماند,offensive,o o o o o o o o o o o o o o o o o o o o o o,3500626
627, اگه درخت نباشه طبیعت نباشه اکسیژن هم نداریم وما سربازان امام زمان همیشه اماده درخدمت وطن وخون وجون ما فدای خاک ,offensive,o o o o o o o o o o o o o o o o o o o o o,3500627
628,ایکاش داعش که به مجلس اومده‌بود اول اون لاریجانی بیشرفو به رگبار میبست,offensive,o o o o o o o o o o o o o,3500628
629,آقای رئیس جمهور توداری بفهم وشعورهفتادمیلیون مردم ایران توهین میکنی ومهمترازاون اینهمه انسان بیگناه واسه مظلوم نمایی درمقابل نمایندگان سازمان ملل وجهان بکشتن دادین اونقدرکارتون مسخره بودکه همه فهمیدن اخه چرانبایدازدماغ یک سردارحاضردراونجایک قطره خون بیاد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500629
630, مردم رو تو ایران به این شکل نگه داشتین خودتون اون بر هرغلطی که میخواین باپول این مردم بی‌گناه میکنید بعد بابای بیشرفت دم ازاسلام میزنه ننگ برشمااااااا اقاااااازاااااده,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500630
631,رئیسی وقتی همه دارن بدتو میگن بکش کنار الان برای کی‌داری ریاست میکنی,offensive,o o o o o o o o o o o o o,3500631
632,آهای آقا زاده اگه بابای کسکشت هیچ کاره‌بود الان داشتی خیابان‌های تهران بالا پایین میکردی حروم زاده ریدم به اون قیافه‌ات ریدم توی سینه مادرت با پول مردم بیچاره ایران‌داری برای خودت حال میکنی ولی این یادت باشه زمونه اینجوری نمیمونه بلاخره یه روز نوبت تو هم میرسه مادر سگ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500632
633,اقا ریس جهمور به فکر مردم سیستان هم باشید,offensive,o o o o o o o o o,3500633
634,آقای رئیس جمهور اردیبهشت یادتونه روحانی : مردم حق انتخاب دارند نزدیک هزار نفر کار بیکار کردید وقتی حق انتخاب ندارم دیگر رای نمیدهم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500634
635,یه تنه مرزهای ریدن به اسم آقا زاده بودن رو جا جا کرده,offensive,o o o o o o o o o o o o o,3500635
636,شما خیلی خوب قول میدی راحت از مردم رای گرفتی راحت به مردم قول میدن حالا سر حرفت وایسا به زیر دستا بگو کم رو دل میکنن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500636
637,با این دولت پیر و خسته‌ای که شما بستی با این پیرمردای بازنشسته‌ای که تو ادارات دوباره آوردی رییسشون کردی ، نه مشکلی از مشکلات کشور حل میشه و نه ما دهه شصتی‌ها میتونیم امید به میز خدمت داشته_باشیم بر ما حرامه آ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500637
638,پول مردم ایران میخوری تو دزدت زرهم میزنی,offensive,o o o o o o o o,3500638
639,حسن روحانی چنان گندی بالا آورده یه عمل‌کرد مثبت نداره این مردک و کابینه‌اش,offensive,o o o o o o o o o o o o o o,3500639
640,آقا زاده بابات پول ملت ایران برات میفرسته تو برو لباس مارک بپوش لذت ببر هرزگی کن ,offensive,o o o o o o o o o o o o o o o o o,3500640
641,پاسخ این جنایتو من بهت میدم خااااااک بر سرت روحانی دلار‌شده‌حداقل مرزارو باز کن میخای از گشنگی بمیریم,offensive,o o o o o o o o o o o o o o o o o o,3500641
642,هیچی فقط ی تنش بین راستی و چپیا میندازه چون نزدیک انتخاباته با این حرفا چپیارو عاشق خودش که این دوره هم کسیرو که عاغا میفرسته رای بیاره,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500642
643,خار ملتوگاییدین شما آخوندا ول کنید دیگه,offensive,o o o o o o o,3500643
644,اقا زاده اقا زاده اقا زاده اقا زاده اقا زاده بابا گاییده کونع رو مامان داده,offensive,o o o o o o o o o o o o o o o o,3500644
645,سپاه ب اندازه صد نظامی تو سیاست دخالت میکنه ، دیگه نیازی ب دخالت ارتش نیس,offensive,o o o o o o o o o o o o o o o o,3500645
646,یکشنبه 9 دی روزنامه کیهان بقول از امام نوشته روحانیت نباید جمهور بشه اگه این سخن امامه قبول ولی اینم که بنقل از امامه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500646
647,آقا زاده بزودی نابودتون می‌کنیم,offensive,o o o o o,3500647
648,با این خرجهایی که لاکچری توایران دیده میشه میخوان دخترهای بزو تور کنن ، این فقط تو ایران سنگینه نه اونور,offensive,o o o o o o o o o o o o o o o o o o o o o,3500648
649, انقدر ارتش ارتش نکن پدر من یه ارتشی هست که بعد از 30 سال خدمت 1800 حقوق میگیره که کلی هم بدبختی و قسط داره,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500649
650,اقای رئیسی من ساله یارانه من قط‌شده‌تا فرزند دارم بیکار هم هستم از خرج زندکیم خانواده‌ام رو میدن خواهشن کاری بکنید مرسی,offensive,o o o o o o o o o o o o o o o o o o o o o o,3500650
651,آقای رئیسی خیلی از توریستا رو به خاطر این قوانین پوششی که توی ایران از دست میدیم ، بیا و آزادش کن که اینقدر دلار از مملکت خارج نشه و به جاش جذب توریست کنیم و دلار بیاریم توی مملکت,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500651
