,text,intent,slots,pattern_id
4880,کس کش,offensive_general,o o,3004880
4882,دزد,offensive_general,o,3004882
4888,کون,offensive_general,o,3004888
4895,عن,offensive_general,o,3004895
4897,خاک تو سر,offensive_general,o o o,3004897
4898,کیر,offensive_general,o,3004898
4900,حروم زاده,offensive_general,o o,3004900
4902,ریدم,offensive_general,o,3004902
4903,بدبخت,offensive_general,o,3004903
4909,کیری,offensive_general,o,3004909
4911,چلغوز,offensive_general,o,3004911
4918,وطن فروش,offensive_general,o o,3004918
4919,گوه,offensive_general,o,3004919
4924,حرام زاده,offensive_general,o o,3004924
4927,دیوس,offensive_general,o,3004927
4929,سگ,offensive_general,o,3004929
4932,حرومزاده,offensive_general,o,3004932
4933,عنتر,offensive_general,o,3004933
4949,کون نشور,offensive_general,o o,3004949
4951,جنده,offensive_general,o,3004951
4964,زن جنده,offensive_general,o o,3004964
4971,پشمام,offensive_general,o,3004971
4972,گمشو,offensive_general,o,3004972
4973,عوضی,offensive_general,o,3004973
4976,بی ناموس,offensive_general,o o,3004976
4977,کیری,offensive_general,o,3004977
4985,احمق,offensive_general,o,3004985
4992,کچل,offensive_general,o,3004992
5001,ریدی بابا,offensive_general,o o,3005001
5002,ریدی,offensive_general,o,3005002
5005,جنده,offensive_general,o,3005005
5018,حال بهم زن,offensive_general,o o o,3005018
5021,عن,offensive_general,o,3005021
5024,دیوس,offensive_general,o,3005024
5029,کون,offensive_general,o,3005029
5031,پشکل,offensive_general,o,3005031
5054,فاک,offensive_general,o,3005054
5055,کیر,offensive_general,o,3005055
5058,شاش,offensive_general,o,3005058
5060,حال بهم زن,offensive_general,o o o,3005060
5064,کیر,offensive_general,o,3005064
5065,کون,offensive_general,o,3005065
5077,جاکش,offensive_general,o,3005077
5079,بي غيرت,offensive_general,o o,3005079
5081,دروغگو,offensive_general,o,3005081
5082,بگایی,offensive_general,o,3005082
5083,به کیرم,offensive_general,o o,3005083
5086,کیری,offensive_general,o,3005086
5094,گوز,offensive_general,o,3005094
5103,کسشر,offensive_general,o,3005103
5108,عن,offensive_general,o,3005108
5109,کیر,offensive_general,o,3005109
5111,هرزه,offensive_general,o,3005111
5113,کیر,offensive_general,o,3005113
5115,خدا ازت نگذره,offensive_general,o o o,3005115
5119,عن,offensive_general,o,3005119
5120,ریدی,offensive_general,o,3005120
5123,کیری,offensive_general,o,3005123
5125,پشمام,offensive_general,o,3005125
5128,کیرم,offensive_general,o,3005128
5130,کیرم,offensive_general,o,3005130
5134,حرومزاده,offensive_general,o,3005134
5140,تنبل,offensive_general,o,3005140
5141,بیشعور,offensive_general,o,3005141
5143,جنده,offensive_general,o,3005143
5144,کیری,offensive_general,o,3005144
5146,مسخره,offensive_general,o,3005146
5147,کون میدی,offensive_general,o o,3005147
5148,گدا,offensive_general,o,3005148
5150,ريدم,offensive_general,o,3005150
5151,کسکش,offensive_general,o,3005151
5152,دروغ گو,offensive_general,o o,3005152
5153,الاغ,offensive_general,o,3005153
5155,لاس,offensive_general,o,3005155
5165,جنده,offensive_general,o,3005165
5166,جنده,offensive_general,o,3005166
5167,کثافت,offensive_general,o,3005167
5168,کسشر,offensive_general,o,3005168
5172,سکس,offensive_general,o,3005172
5178,عن,offensive_general,o,3005178
5181,پاچه خواري,offensive_general,o o,3005181
5184,کیر,offensive_general,o,3005184
5185,کون,offensive_general,o,3005185
5186,ريدم,offensive_general,o,3005186
5193,مارمولک,offensive_general,o,3005193
5194,کیر,offensive_general,o,3005194
5196,خفه شو,offensive_general,o o,3005196
5197,امل,offensive_general,o,3005197
5199,سگ,offensive_general,o,3005199
5200,مردک,offensive_general,o,3005200
5201,لعنت بهت,offensive_general,o o,3005201
5208,اسکل,offensive_general,o,3005208
5209,فاسد,offensive_general,o,3005209
5212,عقده ای,offensive_general,o o,3005212
5213,گوه,offensive_general,o,3005213
5215,بگایی,offensive_general,o,3005215
5216,ریدن,offensive_general,o,3005216
5220,ریدم,offensive_general,o,3005220
5221,خاک تو سرت,offensive_general,o o o,3005221
5222,مرتیکه,offensive_general,o,3005222
5223,عوضی,offensive_general,o,3005223
5226,دزدی,offensive_general,o,3005226
5233,کیر,offensive_general,o,3005233
5234,احمق,offensive_general,o,3005234
5235,دیوونه,offensive_general,o,3005235
5237,بیناموس,offensive_general,o,3005237
5240,عن,offensive_general,o,3005240
5241,گمشو,offensive_general,o,3005241
5242,حرومزاده,offensive_general,o,3005242
5243,بي شرف,offensive_general,o o,3005243
5244,بي ناموس,offensive_general,o o,3005244
5248,کیرم,offensive_general,o,3005248
5249,کوس,offensive_general,o,3005249
5250,کیرم,offensive_general,o,3005250
5251,گم شو,offensive_general,o o,3005251
5252,ریدم,offensive_general,o,3005252
5254,دروغگو,offensive_general,o,3005254
5255,لعنت,offensive_general,o,3005255
5256,جاکش,offensive_general,o,3005256
5257,جنده,offensive_general,o,3005257
5259,کون,offensive_general,o,3005259
5260,کیری,offensive_general,o,3005260
5263,لاس,offensive_general,o,3005263
5264,لاس میزنی,offensive_general,o o,3005264
5268,عن,offensive_general,o,3005268
5269,شورت,offensive_general,o,3005269
5271,کير,offensive_general,o,3005271
5273,پفيوز,offensive_general,o,3005273
5275,بي ناموس,offensive_general,o o,3005275
5276,خفه,offensive_general,o,3005276
5282,بیشرف,offensive_general,o,3005282
5286,کیری,offensive_general,o,3005286
5287,جنده,offensive_general,o,3005287
5288,لاشی,offensive_general,o,3005288
5290,حال بهم زن,offensive_general,o o o,3005290
5293,گوه,offensive_general,o,3005293
5294,گوه میخوری,offensive_general,o o,3005294
5299,کونش,offensive_general,o,3005299
5304,فاک,offensive_general,o,3005304
5306,بدبخت,offensive_general,o,3005306
5307,پست,offensive_general,o,3005307
5310,پشمام,offensive_general,o,3005310
5311,کونش,offensive_general,o,3005311
5314,خجالت بکش,offensive_general,o o,3005314
5317,فاک,offensive_general,o,3005317
5318,گاییدم,offensive_general,o,3005318
5321,گه,offensive_general,o,3005321
5325,پلشت,offensive_general,o,3005325
5327,گه,offensive_general,o,3005327
5329,بي شرف,offensive_general,o o,3005329
5333,بدبخت,offensive_general,o,3005333
5335,احمق,offensive_general,o,3005335
5337,بیشرف,offensive_general,o,3005337
5338,کیر,offensive_general,o,3005338
5339,خفه شو,offensive_general,o o,3005339
5340,عنتر,offensive_general,o,3005340
5341,فاک,offensive_general,o,3005341
5342,الکسيس,offensive_general,o,3005342
5346,به درک,offensive_general,o o,3005346
5350,دزد,offensive_general,o,3005350
5352,کیر,offensive_general,o,3005352
5354,کیری,offensive_general,o,3005354
5355,مادرجنده,offensive_general,o,3005355
5359,فاک,offensive_general,o,3005359
5360,فاک یو,offensive_general,o o,3005360
5361,مرتيکه,offensive_general,o,3005361
5365,کون,offensive_general,o,3005365
5366,چندش,offensive_general,o,3005366
5367,کیری,offensive_general,o,3005367
5368,کسکش,offensive_general,o,3005368
5369,جنده,offensive_general,o,3005369
5370,کیرم,offensive_general,o,3005370
5371,بدبخت,offensive_general,o,3005371
5374,کیرم,offensive_general,o,3005374
5375,ریدی,offensive_general,o,3005375
5377,ریدم,offensive_general,o,3005377
5378,ريدم,offensive_general,o,3005378
5380,حرومزاده,offensive_general,o,3005380
5381,لعنت,offensive_general,o,3005381
5385,عنتر,offensive_general,o,3005385
5386,حسود,offensive_general,o,3005386
5387,ریدم,offensive_general,o,3005387
5388,کون,offensive_general,o,3005388
5393,حرومزاده,offensive_general,o,3005393
5394,بیناموس,offensive_general,o,3005394
5397,خر,offensive_general,o,3005397
5398,خری,offensive_general,o,3005398
5399,کیری,offensive_general,o,3005399
5401,شت,offensive_general,o,3005401
5402,پفیوزی,offensive_general,o,3005402
5403,بیشرف,offensive_general,o,3005403
5404,شاش,offensive_general,o,3005404
5407,کون,offensive_general,o,3005407
5410,کره خر,offensive_general,o o,3005410
5413,عن,offensive_general,o,3005413
5414,کیریه,offensive_general,o,3005414
5415,کس کش,offensive_general,o o,3005415
5418,دروغ گو,offensive_general,o o,3005418
5421,کونش,offensive_general,o,3005421
5422,خایه,offensive_general,o,3005422
5423,لعنت,offensive_general,o,3005423
5424,کون,offensive_general,o,3005424
5425,گاییدم,offensive_general,o,3005425
5426,حرومزاده,offensive_general,o,3005426
5427,کس,offensive_general,o,3005427
5431,شت,offensive_general,o,3005431
5432,لعنتی,offensive_general,o,3005432
5433,گمشو,offensive_general,o,3005433
5434,اسکل,offensive_general,o,3005434
5435,سیکتیر,offensive_general,o,3005435
5436,احمق,offensive_general,o,3005436
5438,احمقا,offensive_general,o,3005438
5440,جنده,offensive_general,o,3005440
5442,گوه,offensive_general,o,3005442
5446,الکسيس,offensive_general,o,3005446
5449,لعنت,offensive_general,o,3005449
5452,کوني,offensive_general,o,3005452
5453,کس,offensive_general,o,3005453
5456,کير,offensive_general,o,3005456
5457,کون,offensive_general,o,3005457
5458,کص,offensive_general,o,3005458
5463,حرامزاده,offensive_general,o,3005463
5464,کسکش,offensive_general,o,3005464
5466,گاییدم,offensive_general,o,3005466
5469,بيشرف,offensive_general,o,3005469
5470,دزد,offensive_general,o,3005470
5471,گوه,offensive_general,o,3005471
5472,دزد,offensive_general,o,3005472
5473,سگ,offensive_general,o,3005473
5476,پشمام,offensive_general,o,3005476
5479,خائن,offensive_general,o,3005479
5482,گوه,offensive_general,o,3005482
5485,خائن,offensive_general,o,3005485
5488,جاکشی,offensive_general,o,3005488
5490,کون,offensive_general,o,3005490
5492,ترسو,offensive_general,o,3005492
5495,کیرم,offensive_general,o,3005495
5498,گاییدم,offensive_general,o,3005498
5499,الکسيس,offensive_general,o,3005499
5505,بگام,offensive_general,o,3005505
5507,کون,offensive_general,o,3005507
5509,کیریه,offensive_general,o,3005509
5514,نادان,offensive_general,o,3005514
5516,منافق,offensive_general,o,3005516
5526,کیریه,offensive_general,o,3005526
5529,مفت خور,offensive_general,o o,3005529
5535,کیر,offensive_general,o,3005535
5537,زارت,offensive_general,o,3005537
5538,نجس,offensive_general,o,3005538
5539,خوک,offensive_general,o,3005539
5541,خایه مالی,offensive_general,o o,3005541
5543,ان,offensive_general,o,3005543
5548,بیشرف,offensive_general,o,3005548
5549,حروم زاده,offensive_general,o o,3005549
5551,کون,offensive_general,o,3005551
5553,بگا,offensive_general,o,3005553
5554,کوني,offensive_general,o,3005554
5557,کیریه,offensive_general,o,3005557
5569,جاهل,offensive_general,o,3005569
5575,پدر سگ,offensive_general,o o,3005575
5577,عنتر,offensive_general,o,3005577
5579,لعنت,offensive_general,o,3005579
5580,خائن,offensive_general,o,3005580
5582,مفت خور,offensive_general,o o,3005582
5588,مزدور,offensive_general,o,3005588
5589,کیر,offensive_general,o,3005589
5591,کره خر,offensive_general,o o,3005591
5593,خدا لعنتتون کنه,offensive_general,o o o,3005593
5595,احمق,offensive_general,o,3005595
5601,لعنت,offensive_general,o,3005601
5605,ديوث,offensive_general,o,3005605
5610,خایه مالی,offensive_general,o o,3005610
5611,چرت نگو,offensive_general,o o,3005611
5619,کون,offensive_general,o,3005619
5622,جنده,offensive_general,o,3005622
5623,خایه مال,offensive_general,o o,3005623
5626,شت,offensive_general,o,3005626
5630,اسکل,offensive_general,o,3005630
5635,ریدم,offensive_general,o,3005635
5638,پشمام,offensive_general,o,3005638
5641,بيشرف,offensive_general,o,3005641
5642,بي ناموس,offensive_general,o o,3005642
5644,کون,offensive_general,o,3005644
5645,فاک,offensive_general,o,3005645
5647,کیری,offensive_general,o,3005647
5648,کون,offensive_general,o,3005648
5650,برو بده,offensive_general,o o,3005650
5655,لعنت,offensive_general,o,3005655
5667,پشمام,offensive_general,o,3005667
5669,خائن,offensive_general,o,3005669
5670,آشغال,offensive_general,o,3005670
5677,عن,offensive_general,o,3005677
5679,گند زدی,offensive_general,o o,3005679
5693,کون,offensive_general,o,3005693
5698,جاسوس,offensive_general,o,3005698
5709,خايه,offensive_general,o,3005709
5710,فحش,offensive_general,o,3005710
5712,کون دادن,offensive_general,o o,3005712
5716,بي‌شعور,offensive_general,o,3005716
5722,مسخره,offensive_general,o,3005722
5781,خر,offensive_general,o,3005781
5787,اشغال,offensive_general,o,3005787
5803,الاغ,offensive_general,o,3005803
5809,بدبخت,offensive_general,o,3005809
5826,بگایی,offensive_general,o,3005826
5827,پشمام,offensive_general,o,3005827
5836,لعنت,offensive_general,o,3005836
5843,کثیف,offensive_general,o,3005843
5845,خایه نداری,offensive_general,o o,3005845
5847,گاییدی خودتو,offensive_general,o o,3005847
5851,لاشی,offensive_general,o,3005851
5852,بچه کونی,offensive_general,o o,3005852
5863,کس ننت,offensive_general,o o,3005863
5864,کص کش,offensive_general,o o,3005864
5874,کسکش,offensive_general,o,3005874
5875,کونت میسوزه,offensive_general,o o,3005875
5893,انگل ,offensive_general,o,3005893
5896,پدرسگ,offensive_general,o,3005896
5898,پلشت,offensive_general,o,3005898
5916,چاقال,offensive_general,o,3005916
5919,کوسکش,offensive_general,o,3005919
5923,دیوث ,offensive_general,o,3005923
5929,زنازاده,offensive_general,o,3005929
5936,کیری,offensive_general,o,3005936
5946,نجس زاده,offensive_general,o o,3005946
5947,زنا زاده,offensive_general,o o,3005947
5973,مادر جنده,offensive_general,o o,3005973
5978,تو ناموست,offensive_general,o o,3005978
5984,دروغگو,offensive_general,o,3005984
6006,کثافت,offensive_general,o,3006006
6024,انگل زاده ,offensive_general,o o,3006024
6038,خایه مال,offensive_general,o o,3006038
6041,کیر,offensive_general,o,3006041
6053,بی عرضه,offensive_general,o o,3006053
6054,کیری,offensive_general,o,3006054
6056,کسخل,offensive_general,o,3006056
6057,بیشعور,offensive_general,o,3006057
6061,شومبول دوست,offensive_general,o o,3006061
6069,شاش,offensive_general,o,3006069
6072,الدنگ,offensive_general,o,3006072
6092,چه زشتی,offensive_general,o o,3006092
6095,چاقال,offensive_general,o,3006095
6096,کثیف,offensive_general,o,3006096
6103,کس کش ,offensive_general,o o,3006103
6104,نره خر,offensive_general,o o,3006104
6105,خر,offensive_general,o,3006105
6131,خجالت بکش,offensive_general,o o,3006131
6134,سیکتیر,offensive_general,o,3006134
6137,انگل,offensive_general,o,3006137
6138,تخمی,offensive_general,o,3006138
6140,فاحشه,offensive_general,o,3006140
6152,تو گوه نخور,offensive_general,o o o,3006152
6156,کونت میسوزه,offensive_general,o o,3006156
6168,کونت میزارم,offensive_general,o o,3006168
6177,خایه,offensive_general,o,3006177
6183,خرفت,offensive_general,o,3006183
6187,مشنگ بی‌رگ و ریشه ,offensive_general,o o o o,3006187
6193,چه گهی میخوری,offensive_general,o o o,3006193
6201,توهم زدی شدید کس مغز,offensive_general,o o o o o,3006201
6219,واقعا ریدی,offensive_general,o o,3006219
6226,کیرم تو ناموست,offensive_general,o o o,3006226
6227,کون دادی,offensive_general,o o,3006227
6237,پلشت,offensive_general,o,3006237
6324,گوزو خان,offensive_general,o o,3006324
6405,عقب مونده ذهنی,offensive_general,o o o,3006405
6435,احمق هستی,offensive_general,o o,3006435
6555,کسخل مالیاتی,offensive_general,o o,3006555
6612,جقی هستی,offensive_general,o o,3006612
6614,کیر توت,offensive_general,o o,3006614
6667,چشمت کور دندت نرم,offensive_general,o o o o,3006667
6784,ممه میبینم تو اواتار!!!,offensive_general,o o o o,3006784
6804,الاغ نادان,offensive_general,o o,3006804
6812,کون ,offensive_general,o,3006812
6813,اشغال,offensive_general,o,3006813
6814,خر ,offensive_general,o,3006814
6817,کیری,offensive_general,o,3006817
6822,کصکش,offensive_general,o,3006822
6824,کون,offensive_general,o,3006824
6826,گوه ,offensive_general,o,3006826
6827,دیوس,offensive_general,o,3006827
6828,کیر,offensive_general,o,3006828
6831,کیرم,offensive_general,o,3006831
6832,جنده,offensive_general,o,3006832
6833,کیری,offensive_general,o,3006833
6834,ديوث,offensive_general,o,3006834
6836,کون کش,offensive_general,o o,3006836
6838,ریدم,offensive_general,o,3006838
6841,کیر تو دهنت,offensive_general,o o o,3006841
6843,آشغال,offensive_general,o,3006843
6844,ریدم,offensive_general,o,3006844
6845,بیناموس,offensive_general,o,3006845
6846,وطن فروش,offensive_general,o o,3006846
6847,مادر جنده,offensive_general,o o,3006847
6848,ریدم,offensive_general,o,3006848
6849,ریدم تو روحت,offensive_general,o o o,3006849
6850,گه,offensive_general,o,3006850
6851,گوزو,offensive_general,o,3006851
6852,احمق,offensive_general,o,3006852
6853,جاکش,offensive_general,o,3006853
6854,گاییدی,offensive_general,o,3006854
6855,کیر,offensive_general,o,3006855
6858, احمق,offensive_general,o,3006858
6859,کس کش,offensive_general,o o,3006859
6860,دزد,offensive_general,o,3006860
6861,کون,offensive_general,o,3006861
6862,عن,offensive_general,o,3006862
6863,خاک تو سر,offensive_general,o o o,3006863
6864,کیر,offensive_general,o,3006864
6865,حروم زاده,offensive_general,o o,3006865
6866,ریدم,offensive_general,o,3006866
6867,بدبخت,offensive_general,o,3006867
6868,کیری,offensive_general,o,3006868
6871,گوه,offensive_general,o,3006871
6873,دیوس,offensive_general,o,3006873
6874,سگ,offensive_general,o,3006874
6875,حرومزاده,offensive_general,o,3006875
6876,عنتر,offensive_general,o,3006876
6877,کون نشور,offensive_general,o o,3006877
6878,جنده,offensive_general,o,3006878
6879,زن جنده,offensive_general,o o,3006879
6880,پشمام,offensive_general,o,3006880
6881,گمشو,offensive_general,o,3006881
6882,عوضی,offensive_general,o,3006882
6883,بی ناموس,offensive_general,o o,3006883
6884,کیری,offensive_general,o,3006884
6885,احمق,offensive_general,o,3006885
6887,ریدی بابا,offensive_general,o o,3006887
6888,ریدی,offensive_general,o,3006888
6889,جنده,offensive_general,o,3006889
6891,عن,offensive_general,o,3006891
6892,دیوس,offensive_general,o,3006892
6893,کون,offensive_general,o,3006893
6895,فاک,offensive_general,o,3006895
6896,کیر,offensive_general,o,3006896
6897,شاش,offensive_general,o,3006897
6899,کیر,offensive_general,o,3006899
6900,کون,offensive_general,o,3006900
6901,جاکش,offensive_general,o,3006901
6906,کیری,offensive_general,o,3006906
6907,گوز,offensive_general,o,3006907
6909,عن ,offensive_general,o,3006909
6910,کیر,offensive_general,o,3006910
6912,کیر,offensive_general,o,3006912
6914,عن,offensive_general,o,3006914
6915,ریدی,offensive_general,o,3006915
6916,کیری,offensive_general,o,3006916
6917,پشمام,offensive_general,o,3006917
6918,کیرم,offensive_general,o,3006918
6919,کیرم,offensive_general,o,3006919
6920,حرومزاده,offensive_general,o,3006920
6923,جنده,offensive_general,o,3006923
6924,کیری,offensive_general,o,3006924
6925,مسخره کردی مارو,offensive_general,o o o,3006925
6927,گدا غوره,offensive_general,o o,3006927
6928,ريدم,offensive_general,o,3006928
6929,کسکش,offensive_general,o,3006929
6930,دروغ گو,offensive_general,o o,3006930
6931,الاغ,offensive_general,o,3006931
6933,جنده,offensive_general,o,3006933
6934,جنده,offensive_general,o,3006934
6941,کون ,offensive_general,o,3006941
6992,لاشی صفت,offensive_general,o o,3006992
7063,کس ننت ,offensive_general,o o,3007063
7160,اشغال عوضی,offensive_general,o o,3007160
7198,الدنگ دراز,offensive_general,o o,3007198
7206,سیکتیر کن,offensive_general,o o,3007206
